chromosome	start	end	count	lethal_mean	normal_mean	delta	F	pvalue	p_adj	DMR
chr22	48310945	48311163	8	0.7422	0.956	-0.2138	33.5168	2.585e-05	0.000101	True
chr22	48313845	48314174	5	0.681	0.9075	-0.2265	45.0551	0.0001151	0.0003118	True
chr22	48315865	48316136	5	0.7513	0.967	-0.2157	90.3284	8.986e-05	0.0002582	True
chr22	48316335	48316970	6	0.6978	0.956	-0.2582	47.5426	3.466e-05	0.0001266	True
chr22	48316996	48317056	5	0.7243	0.8537	-0.1294	22.2711	0.01457	0.01528	True
chr22	48317206	48318844	22	0.6807	0.9235	-0.2428	19.0861	5.128e-09	1.021e-07	True
chr22	48319014	48319364	11	0.7221	0.9548	-0.2327	39.3371	9.938e-07	8.03e-06	True
chr22	48319506	48319733	5	0.7422	0.9496	-0.2074	19.7531	0.001751	0.002496	True
chr22	48322185	48323262	13	0.6697	0.9429	-0.2732	21.0545	5.207e-07	4.814e-06	True
chr22	48328594	48329915	10	0.6534	0.9235	-0.2701	21.2892	2.072e-05	8.568e-05	True
chr22	48335622	48336315	6	0.7383	0.961	-0.2227	44.07	0.0001313	0.0003432	True
chr22	48334894	48335124	7	0.8937	0.9864	-0.0926	32.1128	0.0001506	0.0003781	True
chr22	48336475	48337295	8	0.6662	0.9507	-0.2844	34.0031	1.707e-05	7.448e-05	True
chr22	48342180	48342559	5	0.5551	0.2896	0.2655	16.7937	0.003469	0.004326	True
chr22	48342942	48343511	9	0.7251	0.9454	-0.2203	30.108	3.537e-05	0.0001286	True
chr22	48344400	48345506	16	0.6424	0.9291	-0.2867	23.5475	2.798e-08	4.399e-07	True
chr22	48346254	48346663	6	0.5945	0.9567	-0.3622	26.2358	6.569e-05	0.0002049	True
chr22	48365714	48366344	11	0.5342	0.9533	-0.4191	30.1394	2.209e-08	3.556e-07	True
chr22	48367059	48367381	6	0.4485	0.8641	-0.4155	17.2585	0.0007923	0.001334	True
chr22	48368655	48369135	8	0.6227	0.8741	-0.2514	15.1478	0.001256	0.001912	True
chr22	48369525	48370139	14	0.746	0.9608	-0.2148	20.6573	9.973e-08	1.259e-06	True
chr22	48387117	48388788	14	0.6925	0.9651	-0.2726	36.0253	1.731e-09	3.864e-08	True
chr22	48389261	48389823	11	0.7182	0.9657	-0.2474	16.7758	1.25e-06	9.659e-06	True
chr22	48390686	48391039	7	0.7112	0.9355	-0.2243	27.3106	0.0003769	0.0007578	True
chr22	48393650	48394307	18	0.7167	0.9173	-0.2006	17.5825	5.322e-07	4.878e-06	True
chr22	48395011	48395339	9	0.7534	0.9152	-0.1618	41.3681	8.808e-05	0.0002544	True
chr22	48402400	48403013	9	0.601	0.9212	-0.3201	17.237	8.595e-05	0.0002501	True
chr22	48411004	48411296	12	0.687	0.9182	-0.2312	28.2244	5.341e-06	3.035e-05	True
chr22	48413614	48413969	6	0.6616	0.9278	-0.2662	32.1247	0.0004604	0.0008808	True
chr22	48413987	48414378	6	0.4899	0.2827	0.2072	16.5401	0.003556	0.004418	True
chr22	48414823	48415859	15	0.6416	0.9146	-0.273	23.7572	3.076e-07	3.245e-06	True
chr22	48424855	48425115	5	0.5121	0.931	-0.4189	17.8713	0.0007031	0.001213	True
chr22	48431828	48431890	5	0.6884	0.4344	0.254	42.668	0.0001468	0.0003721	True
chr22	48433073	48433679	7	0.5439	0.8043	-0.2604	31.2538	0.0001629	0.0004011	True
chr22	48435392	48436004	7	0.569	0.883	-0.314	24.1877	0.0003654	0.0007425	True
chr22	48437995	48438616	8	0.6954	0.8919	-0.1965	16.9797	0.000372	0.0007514	True
chr22	48441979	48442657	12	0.6967	0.9114	-0.2147	25.0073	9.819e-06	4.903e-05	True
chr22	48442766	48443019	5	0.7444	0.9335	-0.1891	15.7365	0.01149	0.0123	True
chr22	48443292	48443772	6	0.7815	0.9731	-0.1915	39.6693	0.0001141	0.0003107	True
chr22	48446309	48446989	10	0.6599	0.9203	-0.2603	20.5128	2.853e-05	0.0001083	True
chr22	48450162	48450478	6	0.5728	0.34	0.2328	21.1265	0.001433	0.002125	True
chr22	48451775	48451862	5	0.7146	0.5056	0.2089	17.4964	0.006783	0.007659	True
chr22	48453288	48453502	7	0.5982	0.8299	-0.2317	30.2476	9.087e-05	0.0002602	True
chr22	48459920	48460217	9	0.6473	0.9642	-0.3169	46.998	1.593e-07	1.86e-06	True
chr22	48460445	48460710	6	0.7798	0.951	-0.1713	16.1776	0.004833	0.005698	True
chr22	48461163	48461540	7	0.7017	0.9609	-0.2592	22.8062	9.388e-05	0.0002669	True
chr22	48467178	48467516	7	0.7794	0.9669	-0.1875	21.4008	0.0001989	0.0004667	True
chr22	48467782	48468274	7	0.6999	0.9035	-0.2037	17.2985	0.005346	0.006223	True
chr22	48469894	48470555	6	0.6646	0.9039	-0.2393	16.9018	0.003609	0.004467	True
chr22	48470952	48471987	12	0.6548	0.9252	-0.2703	15.6328	7.428e-06	3.948e-05	True
chr22	48476800	48477169	11	0.6926	0.9118	-0.2192	17.6471	8.681e-05	0.0002518	True
chr22	48477976	48478550	10	0.6432	0.8965	-0.2533	24.7918	5.023e-06	2.903e-05	True
chr22	48478676	48478751	5	0.8155	0.961	-0.1455	20.6608	0.008678	0.00954	True
chr22	48479247	48479391	7	0.7351	0.8925	-0.1573	16.9804	0.00357	0.004429	True
chr22	48479968	48480266	8	0.5771	0.7492	-0.1722	23.1321	0.0007484	0.001275	True
chr22	48480535	48481135	15	0.7474	0.9074	-0.16	15.1297	0.0001163	0.0003135	True
chr22	48481190	48481720	6	0.712	0.8932	-0.1812	18.6166	0.003042	0.003879	True
chr22	48482984	48483210	6	0.8221	0.9784	-0.1563	121.577	1.608e-05	7.11e-05	True
chr22	48484144	48484615	7	0.7731	0.9567	-0.1836	28.0189	0.0004064	0.0008071	True
chr22	48489383	48489923	8	0.7275	0.9605	-0.233	31.789	1.883e-05	8e-05	True
chr22	48491067	48491344	6	0.6282	0.925	-0.2968	15.1055	0.001303	0.001968	True
chr22	48493235	48493331	5	0.7956	0.6784	0.1171	32.9169	0.004016	0.00486	True
chr22	48494753	48494822	6	0.8213	0.9485	-0.1271	23.0544	0.008537	0.009406	True
chr22	48495272	48495513	6	0.7191	0.8927	-0.1735	17.4068	0.004723	0.005592	True
chr22	48496336	48496703	7	0.6032	0.9072	-0.304	22.1125	0.0002562	0.0005678	True
chr22	20119132	20119166	7	0.0262	0.1399	-0.1137	30.3244	0.0003018	0.0006439	True
chr22	48497387	48498001	11	0.7327	0.9359	-0.2032	22.8646	7.002e-06	3.782e-05	True
chr22	48499257	48499602	13	0.3258	0.5337	-0.2079	24.3051	2.536e-06	1.737e-05	True
chr22	48500110	48500442	14	0.6424	0.9006	-0.2582	17.0136	4.155e-06	2.532e-05	True
chr22	48500517	48500718	5	0.5368	0.9259	-0.3892	16.3001	0.0008189	0.001368	True
chr22	48500742	48501071	13	0.7309	0.9173	-0.1864	18.3263	7.437e-05	0.0002246	True
chr22	48501616	48502090	9	0.5585	0.8877	-0.3291	15.7382	0.0001537	0.0003844	True
chr22	48514902	48515670	7	0.7484	0.9289	-0.1806	53.9491	0.0003596	0.0007349	True
chr22	48526411	48526595	5	0.8083	0.9541	-0.1458	21.7342	0.00736	0.008232	True
chr22	48526705	48527601	9	0.7847	0.9486	-0.164	23.7726	0.0002786	0.0006061	True
chr22	48527829	48528014	6	0.7267	0.9686	-0.2419	44.685	3.203e-05	0.000119	True
chr22	48529887	48530194	5	0.6797	0.925	-0.2453	35.0327	0.0007472	0.001273	True
chr22	48537203	48537411	7	0.5887	0.1716	0.4171	19.9787	0.0004434	0.0008608	True
chr22	48539528	48540174	12	0.6259	0.9369	-0.3111	25.8693	5.068e-08	7.236e-07	True
chr22	48540351	48540817	7	0.7391	0.8999	-0.1608	24.9371	0.001961	0.002725	True
chr22	48541965	48542204	5	0.7275	0.9203	-0.1928	16.5923	0.009864	0.01074	True
chr22	48542372	48542642	7	0.6639	0.346	0.3179	16.2589	0.000563	0.00103	True
chr22	48543953	48544304	7	0.6875	0.9336	-0.2462	25.2995	0.0003736	0.0007536	True
chr22	48547226	48547574	5	0.6413	0.9497	-0.3084	15.0914	0.001355	0.002024	True
chr22	48550885	48551138	6	0.7429	0.9067	-0.1638	34.4107	0.002509	0.003314	True
chr22	48553212	48553497	8	0.7802	0.9594	-0.1792	24.4871	0.0002214	0.0005071	True
chr22	48556492	48557041	6	0.7393	0.9139	-0.1746	31.4768	0.0006574	0.001151	True
chr22	48562825	48562971	5	0.6637	0.9569	-0.2932	17.2449	0.000709	0.001223	True
chr22	48565428	48566742	9	0.5995	0.9133	-0.3138	36.4712	4.941e-06	2.868e-05	True
chr22	48568848	48569069	5	0.3611	0.5604	-0.1993	17.8645	0.007452	0.008321	True
chr22	48569092	48569143	5	0.2445	0.4167	-0.1722	23.2805	0.004011	0.004856	True
chr22	48570314	48570550	5	0.6565	0.9511	-0.2945	29.4854	0.0006023	0.001078	True
chr22	48570719	48571114	7	0.6782	0.9398	-0.2616	16.0453	0.0004595	0.0008798	True
chr22	48572491	48572760	6	0.6769	0.9528	-0.2759	42.3067	5.094e-05	0.0001707	True
chr22	48573881	48574425	8	0.7462	0.9351	-0.1889	15.297	0.0009629	0.001553	True
chr22	48580229	48580764	7	0.7321	0.9487	-0.2166	15.7767	0.0006505	0.001142	True
chr22	48580909	48581078	6	0.7374	0.9709	-0.2335	42.8392	5.803e-05	0.0001873	True
chr22	48581152	48581611	7	0.6611	0.9514	-0.2903	25.8303	6.11e-05	0.0001942	True
chr22	48594011	48594103	7	0.8034	0.9633	-0.1598	42.082	6.621e-05	0.0002061	True
chr22	48601502	48601887	7	0.4615	0.7633	-0.3018	19.3446	0.0006745	0.001173	True
chr22	48602846	48603996	16	0.6717	0.9327	-0.2609	23.0068	4.899e-08	7.068e-07	True
chr22	48604175	48604852	15	0.792	0.9567	-0.1648	26.0598	4.524e-07	4.314e-06	True
chr22	48605368	48605566	11	0.7448	0.9352	-0.1904	21.8994	5.414e-05	0.0001786	True
chr22	48605645	48605870	6	0.4221	0.7857	-0.3637	19.0856	0.0005597	0.001025	True
chr22	48606612	48606997	7	0.5338	0.7236	-0.1899	15.385	0.003803	0.004653	True
chr22	48607064	48607907	10	0.681	0.8654	-0.1844	25.0129	0.0001612	0.0003982	True
chr22	48608911	48610602	21	0.6839	0.8961	-0.2122	15.1876	5.468e-07	4.968e-06	True
chr22	48612322	48612721	7	0.7396	0.9514	-0.2118	37.408	0.0001334	0.0003469	True
chr22	48613521	48613686	8	0.8389	0.9721	-0.1331	26.6027	0.0001393	0.0003594	True
chr22	48618441	48618856	9	0.7918	0.9541	-0.1623	16.4063	0.0002186	0.0005038	True
chr22	48619037	48619430	7	0.6057	0.8595	-0.2538	16.6478	0.0008584	0.001417	True
chr22	17044415	17044996	15	0.5148	0.9039	-0.3892	21.6282	9.153e-08	1.17e-06	True
chr22	48623150	48623678	5	0.7525	0.9074	-0.1549	17.043	0.01451	0.01523	True
chr22	48626357	48626572	5	0.6205	0.9198	-0.2994	21.937	0.001628	0.002352	True
chr22	48629648	48630078	6	0.7453	0.9139	-0.1686	17.4043	0.007086	0.007972	True
chr22	48637109	48637490	6	0.8261	0.9766	-0.1505	72.2595	5.066e-05	0.00017	True
chr22	20121193	20121657	11	0.919	0.804	0.1149	15.4221	0.002091	0.002874	True
chr22	48642546	48642988	6	0.6852	0.964	-0.2788	31.5071	7.915e-05	0.0002335	True
chr22	48645783	48647005	25	0.8503	0.578	0.2723	20.7614	5.421e-11	1.84e-09	True
chr22	48647413	48647651	5	0.9194	0.789	0.1304	22.3164	0.005308	0.006187	True
chr22	48663210	48663610	11	0.7309	0.4273	0.3036	15.4345	3.329e-05	0.0001226	True
chr22	48665756	48665943	5	0.9467	0.8405	0.1062	43.831	0.004192	0.005043	True
chr22	48665969	48666262	6	0.8093	0.9334	-0.1241	60.5365	0.0001027	0.0002856	True
chr22	48667034	48668289	14	0.7779	0.959	-0.1811	36.8359	1.623e-07	1.89e-06	True
chr22	48671373	48671863	11	0.8673	0.9777	-0.1104	39.5488	3.191e-06	2.059e-05	True
chr22	48672489	48672658	6	0.7922	0.9387	-0.1464	28.2935	0.000932	0.001515	True
chr22	48675857	48677099	12	0.8321	0.9765	-0.1444	18.2124	1.532e-06	1.146e-05	True
chr22	48683797	48683958	5	0.6667	0.932	-0.2653	22.8011	0.0003979	0.0007926	True
chr22	48694974	48695091	5	0.89	0.7536	0.1364	17.3057	0.01043	0.01126	True
chr22	48697275	48697361	5	0.756	0.4631	0.2929	36.8712	0.0001929	0.0004568	True
chr22	48699294	48699617	7	0.7867	0.9603	-0.1737	27.6295	0.0003981	0.0007926	True
chr22	48700588	48700680	5	0.7746	0.9027	-0.1281	17.0821	0.02686	0.02716	True
chr22	48701335	48702096	20	0.7954	0.9382	-0.1427	17.4087	1.817e-06	1.316e-05	True
chr22	48702268	48702447	5	0.8306	0.9395	-0.1089	43.6774	0.002367	0.003162	True
chr22	48703981	48704544	10	0.799	0.9397	-0.1407	22.8116	0.0003724	0.0007515	True
chr22	48706830	48706932	5	0.8161	0.9607	-0.1446	28.1662	0.004767	0.005639	True
chr22	48712504	48712699	6	0.8747	0.9787	-0.104	47.2803	0.0003407	0.0007046	True
chr22	48713279	48714363	12	0.7056	0.9221	-0.2165	18.7092	1.916e-05	8.106e-05	True
chr22	48719813	48720211	8	0.8759	0.9756	-0.0997	20.1599	0.0002322	0.0005268	True
chr22	48721504	48721716	5	0.7513	0.9577	-0.2064	88.8031	0.0001752	0.000424	True
chr22	48723679	48724221	13	0.751	0.9384	-0.1874	21.6998	9.633e-06	4.845e-05	True
chr22	48724435	48725692	8	0.8116	0.963	-0.1513	21.2403	0.000322	0.0006752	True
chr22	48726271	48726819	9	0.7594	0.9567	-0.1973	20.9172	3.622e-05	0.000131	True
chr22	48729381	48729708	7	0.7467	0.9529	-0.2063	25.7552	0.0001687	0.000413	True
chr22	48729740	48730154	19	0.8255	0.9493	-0.1238	15.7679	6.329e-06	3.469e-05	True
chr22	48730175	48730391	14	0.7877	0.9299	-0.1421	20.2943	3.186e-05	0.0001184	True
chr22	48733649	48734177	6	0.7161	0.9455	-0.2294	15.4274	0.001107	0.001737	True
chr22	48734792	48734875	5	0.7266	0.9013	-0.1747	50.4412	0.000177	0.0004283	True
chr22	48735891	48736078	7	0.8052	0.9662	-0.161	29.8054	0.000263	0.0005796	True
chr22	48737285	48737442	7	0.3625	0.1467	0.2158	17.8009	0.001308	0.001972	True
chr22	48747102	48747491	8	0.6784	0.8855	-0.2071	51.1535	2.076e-05	8.568e-05	True
chr22	48752563	48752984	6	0.7215	0.9275	-0.206	16.0924	0.004655	0.00552	True
chr22	48753385	48754220	13	0.7332	0.9268	-0.1936	28.5183	5.648e-06	3.165e-05	True
chr22	48754879	48755062	8	0.8842	0.564	0.3202	86.0488	5.853e-08	7.989e-07	True
chr22	48767746	48768283	12	0.7528	0.9375	-0.1847	21.4378	2.006e-05	8.329e-05	True
chr22	48768434	48768645	5	0.8115	0.9544	-0.1429	15.272	0.01029	0.01114	True
chr22	48776189	48776966	16	0.7441	0.9421	-0.198	16.6421	5.325e-07	4.878e-06	True
chr22	48785813	48786188	10	0.7248	0.9485	-0.2237	23.4488	1.894e-05	8.028e-05	True
chr22	20128527	20128819	6	0.9336	0.8291	0.1045	21.0837	0.005682	0.006555	True
chr22	48788451	48788618	5	0.748	0.9082	-0.1603	30.811	0.001175	0.001819	True
chr22	48792268	48792418	5	0.8005	0.9473	-0.1467	24.1401	0.006889	0.007772	True
chr22	48792687	48792853	10	0.7404	0.8641	-0.1236	19.8967	0.001182	0.001828	True
chr22	48793098	48793215	8	0.853	0.9682	-0.1152	37.8504	0.0001711	0.0004176	True
chr22	48793359	48793508	5	0.5926	0.8668	-0.2742	17.354	0.001925	0.002688	True
chr22	48793829	48794240	6	0.7019	0.8891	-0.1872	35.1205	0.0006254	0.001109	True
chr22	48798446	48798723	14	0.8211	0.9541	-0.133	41.2195	1.427e-06	1.08e-05	True
chr22	48798859	48799168	5	0.7671	0.9381	-0.1709	15.7025	0.009154	0.01001	True
chr22	48800237	48800778	8	0.8106	0.9533	-0.1426	20.7413	0.001166	0.001808	True
chr22	48800861	48801224	9	0.6279	0.9042	-0.2763	23.7974	4.974e-05	0.0001676	True
chr22	48801820	48802563	5	0.8035	0.5165	0.287	15.2084	0.005586	0.006459	True
chr22	48806421	48807176	5	0.631	0.9404	-0.3094	32.4452	0.0009842	0.001581	True
chr22	48815813	48815968	6	0.8439	0.972	-0.1281	15.5872	0.002941	0.003773	True
chr22	48816551	48817007	6	0.6389	0.9497	-0.3108	27.08	0.0002395	0.000539	True
chr22	48820235	48820537	9	0.8039	0.9128	-0.1089	25.0673	0.002525	0.003333	True
chr22	48820855	48820954	7	0.8766	0.9827	-0.1061	102.3595	1.094e-05	5.34e-05	True
chr22	48829190	48829510	11	0.8373	0.9608	-0.1234	19.377	0.000101	0.0002823	True
chr22	48829596	48829760	7	0.7689	0.9131	-0.1442	37.3764	0.0002427	0.0005428	True
chr22	48830047	48830304	6	0.6884	0.9039	-0.2155	16.844	0.004175	0.00503	True
chr22	48831595	48831708	8	0.8237	0.9665	-0.1427	17.1428	0.0008308	0.001383	True
chr22	48835139	48835203	5	0.7005	0.4438	0.2567	23.3487	0.001305	0.00197	True
chr22	48836281	48836837	15	0.7731	0.9151	-0.1419	22.9379	3.726e-05	0.0001338	True
chr22	48839187	48839879	5	0.7132	0.9684	-0.2552	30.8027	0.000331	0.0006896	True
chr22	48840171	48840470	13	0.7338	0.3837	0.3501	31.8861	2.928e-09	6.226e-08	True
chr22	48841954	48842150	8	0.6419	0.9359	-0.2941	16.3397	0.0001147	0.0003115	True
chr22	48842665	48843194	8	0.6779	0.9065	-0.2287	38.7296	2.336e-05	9.335e-05	True
chr22	48847820	48847970	7	0.7086	0.9044	-0.1957	15.183	0.001443	0.002138	True
chr22	48848842	48849252	13	0.7839	0.9645	-0.1807	20.643	7.644e-07	6.474e-06	True
chr22	48851682	48852168	8	0.6382	0.9054	-0.2671	29.8052	0.0001364	0.0003529	True
chr22	48852946	48853121	5	0.8233	0.9602	-0.1369	21.9716	0.01746	0.01806	True
chr22	48856374	48856629	6	0.6863	0.8561	-0.1697	33.3329	0.0006272	0.00111	True
chr22	48856710	48856989	5	0.6787	0.8752	-0.1966	20.8301	0.00307	0.003911	True
chr22	48860885	48861042	5	0.6675	0.9257	-0.2583	19.8509	0.002815	0.00364	True
chr22	48862139	48862444	8	0.8597	0.9948	-0.1351	92.2336	4.645e-09	9.383e-08	True
chr22	48865074	48865746	9	0.7771	0.9507	-0.1736	17.238	0.0005748	0.001044	True
chr22	48865879	48866157	6	0.8146	0.9394	-0.1248	25.5648	0.007259	0.008139	True
chr22	48870834	48870961	7	0.7023	0.8344	-0.132	20.2541	0.003524	0.004385	True
chr22	48872890	48873046	5	0.8566	0.9773	-0.1206	38.6354	0.001117	0.001749	True
chr22	48873284	48873387	5	0.3856	0.1898	0.1959	18.2859	0.01094	0.01178	True
chr22	48874428	48874736	6	0.702	0.8987	-0.1967	24.516	0.005213	0.006082	True
chr22	48876682	48876900	6	0.8928	0.6811	0.2117	20.7998	0.001622	0.002346	True
chr22	48881184	48881502	6	0.6675	0.2703	0.3972	34.4058	1.996e-05	8.307e-05	True
chr22	48885146	48885169	6	0.1128	0.0088	0.104	231.2119	1.307e-06	1.002e-05	True
chr22	48885292	48885321	8	0.1236	0.0112	0.1125	146.2141	4.772e-07	4.484e-06	True
chr22	48885334	48885357	6	0.1078	0.0138	0.0939	39.7202	0.0004195	0.0008267	True
chr22	48886153	48886188	7	0.1155	0.0049	0.1107	287.0383	1.602e-08	2.708e-07	True
chr22	48886675	48886775	9	0.1359	0.0201	0.1158	34.7947	1.411e-05	6.454e-05	True
chr22	48889347	48889627	5	0.5273	0.7231	-0.1958	25.5089	0.002481	0.003283	True
chr22	48895043	48895208	8	0.7197	0.4246	0.295	18.9853	0.000118	0.0003164	True
chr22	48895658	48896063	11	0.8508	0.9814	-0.1306	57.5962	1.849e-07	2.11e-06	True
chr22	48897257	48897371	7	0.865	0.9676	-0.1026	45.8369	0.0003585	0.0007335	True
chr22	48899279	48899895	14	0.7445	0.9106	-0.1661	24.888	3.765e-05	0.0001347	True
chr22	48900827	48901070	5	0.8016	0.9422	-0.1405	19.8526	0.01076	0.01159	True
chr22	48901113	48901505	6	0.8544	0.9742	-0.1198	23.5463	0.001342	0.002011	True
chr22	48902116	48902343	8	0.8456	0.9486	-0.103	20.0732	0.002533	0.003337	True
chr22	48904600	48904920	5	0.8483	0.9678	-0.1195	20.3145	0.01002	0.01088	True
chr22	48907373	48907529	7	0.767	0.9578	-0.1908	22.542	0.000416	0.0008209	True
chr22	48908424	48908607	9	0.7735	0.9574	-0.1839	20.7526	0.0001414	0.0003626	True
chr22	48909023	48909144	5	0.7679	0.9712	-0.2034	27.9768	0.000662	0.001153	True
chr22	48909960	48910166	6	0.8084	0.9611	-0.1527	20.2706	0.00265	0.003471	True
chr22	48910310	48910825	11	0.8126	0.9677	-0.155	27.4029	4.349e-06	2.626e-05	True
chr22	48910943	48911200	7	0.9018	0.9868	-0.085	27.1598	0.0002208	0.0005067	True
chr22	48911839	48911940	5	0.9473	0.8173	0.1301	16.1766	0.02017	0.02064	True
chr22	48912015	48912172	6	0.8772	0.9627	-0.0856	17.1837	0.01106	0.0119	True
chr22	48912546	48912897	10	0.784	0.9431	-0.1591	16.0009	0.000246	0.0005476	True
chr22	20134653	20134691	5	0.8387	0.9715	-0.1329	129.2458	0.0002358	0.000533	True
chr22	48913983	48914408	11	0.8332	0.9568	-0.1236	15.4608	0.0002836	0.0006146	True
chr22	48915428	48915796	9	0.8412	0.9739	-0.1328	35.044	3.913e-05	0.0001376	True
chr22	48916844	48916988	5	0.5596	0.3787	0.1809	35.0335	0.001043	0.001661	True
chr22	48917482	48917530	5	0.8573	0.9691	-0.1118	88.0127	0.0007524	0.001279	True
chr22	48917986	48918153	6	0.8016	0.9475	-0.1459	39.7029	0.001091	0.001716	True
chr22	48918201	48918448	10	0.8156	0.9571	-0.1416	16.1223	0.0003664	0.0007442	True
chr22	48918686	48918940	9	0.7891	0.9361	-0.147	30.2472	0.0002421	0.0005419	True
chr22	48919014	48919212	10	0.8543	0.974	-0.1198	24.0596	3.764e-05	0.0001347	True
chr22	48920244	48920404	5	0.7599	0.9418	-0.1819	23.7652	0.001857	0.002612	True
chr22	48921487	48921765	12	0.7607	0.9125	-0.1518	27.8039	5.88e-05	0.000189	True
chr22	48922382	48922504	7	0.792	0.9254	-0.1334	18.5453	0.006242	0.007122	True
chr22	48926207	48926413	6	0.763	0.9329	-0.1699	79.1446	7.781e-06	4.081e-05	True
chr22	48926640	48926860	7	0.7519	0.9434	-0.1915	27.4222	0.00033	0.0006878	True
chr22	48926995	48927216	6	0.7905	0.9264	-0.1359	19.8391	0.01294	0.0137	True
chr22	48927707	48927814	5	0.7768	0.6237	0.1531	31.5795	0.002778	0.003608	True
chr22	48932236	48932496	18	0.2879	0.1509	0.137	16.9719	1.911e-05	8.093e-05	True
chr22	48933046	48933151	6	0.2207	0.0983	0.1223	58.1249	0.0001311	0.0003429	True
chr22	48934233	48934499	11	0.8697	0.9705	-0.1008	38.232	8.372e-06	4.319e-05	True
chr22	48934523	48934798	5	0.7763	0.925	-0.1487	62.7648	0.0006235	0.001107	True
chr22	48935878	48936110	7	0.8225	0.9669	-0.1444	47.3528	0.0002067	0.0004813	True
chr22	48939325	48939636	7	0.8615	0.9639	-0.1025	17.8478	0.00201	0.002782	True
chr22	48941619	48941841	7	0.703	0.8968	-0.1938	31.7025	0.0004454	0.0008626	True
chr22	48941973	48942088	5	0.7978	0.9514	-0.1536	16.058	0.006262	0.007141	True
chr22	48942239	48942610	12	0.7563	0.91	-0.1537	16.9687	0.0003314	0.0006901	True
chr22	48942619	48942696	6	0.7277	0.5593	0.1685	15.8934	0.008469	0.009343	True
chr22	48943661	48944598	27	0.7312	0.9315	-0.2003	21.6605	1.647e-10	4.821e-09	True
chr22	48944811	48945175	5	0.7009	0.9367	-0.2358	30.3418	0.001303	0.001968	True
chr22	48945396	48946573	24	0.7306	0.9192	-0.1886	15.0698	5.193e-08	7.353e-07	True
chr22	48946654	48946905	6	0.695	0.8838	-0.1888	38.924	0.0004217	0.0008287	True
chr22	48947952	48948437	15	0.7062	0.8855	-0.1793	17.9073	7.754e-06	4.079e-05	True
chr22	48952390	48952745	10	0.7524	0.931	-0.1786	24.4569	5.473e-05	0.0001798	True
chr22	48952831	48953482	24	0.7995	0.9582	-0.1587	22.7691	3.845e-10	9.957e-09	True
chr22	48954468	48954632	9	0.7503	0.9249	-0.1746	18.8735	0.0006166	0.001098	True
chr22	17046561	17046613	5	0.4049	0.9326	-0.5277	35.724	5.87e-05	0.000189	True
chr22	48955611	48955661	6	0.8125	0.9686	-0.1561	27.1527	0.0003058	0.0006505	True
chr22	48956713	48957119	7	0.8068	0.9531	-0.1464	36.7898	0.0001145	0.0003112	True
chr22	48957438	48957585	7	0.7549	0.944	-0.1891	45.6627	0.0001547	0.0003861	True
chr22	48957695	48957870	7	0.8418	0.9631	-0.1213	53.695	0.0001884	0.0004488	True
chr22	48958936	48959073	5	0.7851	0.892	-0.1069	41.2829	0.002553	0.003357	True
chr22	48959731	48960178	22	0.8278	0.9543	-0.1265	20.5474	1.508e-07	1.787e-06	True
chr22	48960949	48962174	13	0.7278	0.9343	-0.2064	21.9511	1.314e-05	6.142e-05	True
chr22	48963605	48963871	6	0.6801	0.8995	-0.2194	17.2756	0.001236	0.001888	True
chr22	48963940	48964047	5	0.8135	0.9165	-0.103	17.3128	0.04065	0.04072	True
chr22	48964311	48964875	13	0.7306	0.9339	-0.2033	27.0904	4.487e-06	2.686e-05	True
chr22	48965824	48966032	5	0.8548	0.9645	-0.1097	22.3122	0.0102	0.01105	True
chr22	48971683	48971706	8	0.0993	0.0028	0.0965	194.372	8.391e-11	2.648e-09	True
chr22	48971865	48971892	8	0.2934	0.0171	0.2763	25.46	4.877e-07	4.519e-06	True
chr22	48972206	48972238	6	0.1108	0.0073	0.1034	234.0316	3.849e-07	3.872e-06	True
chr22	48975016	48975126	5	0.8479	0.6146	0.2333	15.4943	0.003505	0.004366	True
chr22	48976016	48976114	5	0.8048	0.9621	-0.1574	16.6413	0.003647	0.004497	True
chr22	48977376	48977632	6	0.8327	0.9574	-0.1247	36.6258	0.001376	0.00205	True
chr22	48986168	48986415	8	0.8388	0.9491	-0.1103	23.9266	0.001476	0.00217	True
chr22	48989764	48989989	5	0.7899	0.9352	-0.1453	16.9393	0.01472	0.01541	True
